.\zero_exp.dat                                                                                                          
Init exposure day: 001
Last exposure day: 365
 Day   Solatenol Cd      As(III)                                                  
  82    0.00    0.06    0.07
  83    0.00    0.04    0.04
  84    0.00    0.03    0.05
  85    0.00    0.06    0.05
  86    0.00    0.06    0.05
  87    0.00    0.03    0.08
  88    0.00    0.04    0.04
  89    0.00    0.04    0.09
  90    0.00    0.15    0.07
  91    0.00    0.03    0.03
  92    0.00    0.05    0.04
  93    0.00    0.05    0.03
  94    0.00    0.03    0.03
  95    0.00    0.03    0.03
  96    0.00    0.04    0.04
  97    0.00    0.05    0.04
  98    0.00    0.06    0.04
  99    0.00    0.05    0.04
 100    0.00    0.03    0.04
 101    0.00    0.03    0.08
 102    0.00    0.02    0.06
 103    0.00    0.03    0.06
 104    0.00    0.05    0.03
 105    0.00    0.03    0.04
 106    0.00    0.03    0.06
 107    0.00    0.07    0.06
 108    0.00    0.09    0.06
 109    0.00    0.03    0.04
 110    0.00    0.05    0.05
 111    0.00    0.03    0.06
 112    0.00    0.07    0.03
 113    0.00    0.03    0.07
 114    0.00    0.04    0.04
 115    0.00    0.03    0.04
 116    0.00    0.07    0.05
 117    0.00    0.05    0.05
 118    0.00    0.02    0.11
 119    0.00    0.04    0.05
 120    0.00    0.05    0.06
 121    0.00    0.07    0.03
 122    0.00    0.02    0.05
 123    0.00    0.02    0.04
 124    0.00    0.03    0.07
 125    0.00    0.03    0.05
 126    0.00    0.08    0.05
 127    0.00    0.03    0.05
 128    0.00    0.07    0.04
 129    0.00    0.03    0.04
 130    0.00    0.11    0.04
 131    0.00    0.05    0.05
 132    0.00    0.04    0.08
 133    0.00    0.04    0.07
 134    0.00    0.08    0.06
 135    0.00    0.08    0.05
 136    0.00    0.04    0.06
 137    0.00    0.04    0.06
 138    0.00    0.02    0.06
 139    0.00    0.04    0.05
 140    0.00    0.03    0.02
 141    0.00    0.03    0.04
 142    0.00    0.06    0.04
 143    0.00    0.02    0.07
 144    0.00    0.03    0.03
 145    0.00    0.03    0.05
 146    0.00    0.03    0.06
 147    0.00    0.05    0.07
 148    0.00    0.03    0.04
 149    0.00    0.06    0.03
 150    0.00    0.04    0.03
 151    0.00    0.05    0.04
 152    0.00    0.05    0.05
 153    0.00    0.04    0.06
 154    0.00    0.04    0.05
 155    0.00    0.10    0.04
 156    0.00    0.03    0.05
 157    0.00    0.04    0.05
 158    0.00    0.02    0.04
 159    0.00    0.04    0.08
 160    0.00    0.05    0.04
 161    0.00    0.04    0.04
 162    0.00    0.04    0.03
 163    0.00    0.03    0.04
 164    0.00    0.02    0.05
 165    0.00    0.06    0.06
 166    0.00    0.04    0.03
 167    0.00    0.11    0.04
 168    0.00    0.05    0.06
 169    0.00    0.04    0.07
 170    0.00    0.03    0.03
 171    0.00    0.04    0.06
 172    0.00    0.05    0.04
 173    0.00    0.04    0.05
 174    0.00    0.04    0.04
 175    0.00    0.03    0.06
 176    0.00    0.08    0.07
 177    0.00    0.04    0.05
 178    0.00    0.02    0.06
 179    0.00    0.03    0.05
 180    0.00    0.04    0.07
 181    0.00    0.05    0.07
 182    0.00    0.04    0.04
 183    0.00    0.06    0.04
 184    0.00    0.04    0.06
 185    0.00    0.03    0.05
 186    0.00    0.02    0.03
 187    0.00    0.05    0.04
 188    0.00    0.04    0.04
 189    0.00    0.11    0.06
 190    0.00    0.06    0.05
 191    0.00    0.12    0.05
 192    0.00    0.02    0.06
 193    0.00    0.04    0.03
 194    0.00    0.04    0.03
 195    0.00    0.07    0.05
 196    0.00    0.06    0.06
 197    0.00    0.04    0.06
 198    0.00    0.03    0.05
 199    0.00    0.06    0.03
 200    0.00    0.02    0.08
 201    0.00    0.04    0.04
 202    0.00    0.02    0.03
 203    0.00    0.09    0.05
 204    0.00    0.05    0.05
 205    0.00    0.03    0.04
 206    0.00    0.03    0.04
 207    0.00    0.05    0.04
 208    0.00    0.02    0.05
 209    0.00    0.05    0.06
 210    0.00    0.04    0.04
 211    0.00    0.06    0.06
 212    0.00    0.02    0.03
 213    0.00    0.03    0.02
 214    0.00    0.06    0.06
 215    0.00    0.01    0.03
 216    0.00    0.06    0.05
 217    0.00    0.03    0.05
 218    0.00    0.04    0.04
 219    0.00    0.07    0.04
 220    0.00    0.02    0.05
 221    0.00    0.03    0.03
 222    0.00    0.05    0.05
 223    0.00    0.02    0.05
 224    0.00    0.05    0.05
 225    0.00    0.03    0.05
 226    0.00    0.02    0.03
 227    0.00    0.10    0.03
 228    0.00    0.02    0.03
 229    0.00    0.05    0.05
 230    0.00    0.08    0.04
 231    0.00    0.08    0.04
 232    0.00    0.03    0.04
 233    0.00    0.05    0.03
 234    0.00    0.06    0.03
 235    0.00    0.06    0.07
 236    0.00    0.05    0.03
 237    0.00    0.03    0.04
 238    0.00    0.05    0.04
 239    0.00    0.12    0.06
 240    0.00    0.09    0.05
 241    0.00    0.05    0.05
 242    0.00    0.04    0.05
 243    0.00    0.04    0.05
 244    0.00    0.03    0.04
 245    0.00    0.06    0.05
 246    0.00    0.03    0.04
 247    0.00    0.04    0.04
 248    0.00    0.03    0.05
 249    0.00    0.03    0.06
 250    0.00    0.05    0.07
 251    0.00    0.07    0.03
 252    0.00    0.03    0.05
 253    0.00    0.03    0.04
 254    0.00    0.03    0.05
 255    0.00    0.09    0.04
 256    0.00    0.03    0.07
 257    0.00    0.04    0.03
 258    0.00    0.04    0.05
 259    0.00    0.04    0.04
 260    0.00    0.03    0.04
 261    0.00    0.07    0.07
 262    0.00    0.05    0.04
 263    0.00    0.03    0.04
 264    0.00    0.04    0.05
 265    0.00    0.05    0.05
 266    0.00    0.02    0.03
 267    0.00    0.10    0.05
 268    0.00    0.05    0.02
 269    0.00    0.04    0.06
 270    0.00    0.04    0.04
 271    0.00    0.07    0.04
 272    0.00    0.03    0.05
 273    0.00    0.03    0.04
 274    0.00    0.01    0.03
 275    0.00    0.02    0.09
 276    0.00    0.07    0.05
 277    0.00    0.06    0.06
 278    0.00    0.02    0.05
 279    0.00    0.03    0.05
 280    0.00    0.03    0.06
 281    0.00    0.07    0.06
 282    0.00    0.02    0.05
 283    0.00    0.04    0.04
 284    0.00    0.04    0.06
 285    0.00    0.04    0.05
 286    0.00    0.04    0.03
 287    0.00    0.05    0.04
 288    0.00    0.03    0.06
 289    0.00    0.05    0.04
 290    0.00    0.03    0.04
 291    0.00    0.03    0.07
 292    0.00    0.02    0.05
 293    0.00    0.04    0.04
 294    0.00    0.03    0.03
 295    0.00    0.06    0.05
 296    0.00    0.05    0.07
 297    0.00    0.06    0.03
 298    0.00    0.03    0.04
 299    0.00    0.05    0.04
 300    0.00    0.05    0.06
 301    0.00    0.03    0.06
 302    0.00    0.06    0.05
 303    0.00    0.04    0.05
 304    0.00    0.02    0.06
 305    0.00    0.04    0.06
 306    0.00    0.03    0.05
 307    0.00    0.03    0.05
 308    0.00    0.05    0.05
 309    0.00    0.08    0.07
 310    0.00    0.04    0.06
 311    0.00    0.04    0.06
 312    0.00    0.05    0.04
 313    0.00    0.10    0.04
 314    0.00    0.09    0.07
 315    0.00    0.04    0.03
 316    0.00    0.09    0.04
 317    0.00    0.06    0.05
 318    0.00    0.03    0.03
 319    0.00    0.02    0.04
 320    0.00    0.04    0.03
 321    0.00    0.05    0.05
 322    0.00    0.02    0.02
 323    0.00    0.09    0.03
 324    0.00    0.03    0.03
 325    0.00    0.04    0.04
 326    0.00    0.03    0.06
 327    0.00    0.04    0.03
 328    0.00    0.03    0.04
 329    0.00    0.05    0.06
 330    0.00    0.04    0.05
 331    0.00    0.03    0.04
 332    0.00    0.03    0.04
 333    0.00    0.01    0.05
 334    0.00    0.04    0.06
 335    0.00    0.05    0.05
 336    0.00    0.05    0.05
 337    0.00    0.06    0.03
 338    0.00    0.03    0.08
 339    0.00    0.05    0.03
 340    0.00    0.02    0.05
 341    0.00    0.06    0.04
 342    0.00    0.02    0.03
 343    0.00    0.03    0.04
 344    0.00    0.05    0.04
 345    0.00    0.03    0.05
 346    0.00    0.04    0.04
 347    0.00    0.04    0.06
 348    0.00    0.03    0.05
 349    0.00    0.02    0.03
 350    0.00    0.04    0.03
 351    0.00    0.05    0.05
 352    0.00    0.05    0.04
 353    0.00    0.03    0.05
 354    0.00    0.04    0.04
 355    0.00    0.03    0.04
 356    0.00    0.03    0.06
 357    0.00    0.04    0.06
 358    0.00    0.03    0.05
 359    0.00    0.01    0.03
 360    0.00    0.02    0.06
 361    0.00    0.06    0.09
 362    0.00    0.05    0.07
 363    0.00    0.03    0.08
 364    0.00    0.03    0.03
 365    0.00    0.03    0.06
